   3.7500000000000001E-004  0.82035720459888006        1.8374516997740173E-003  0.11662764973942089        1.9879405149508895        2.4131538672664758     
   1.1250000000000001E-003  0.82046618316101205        5.0026182149371439E-003  0.11590372761122267        1.9884904106282324        2.4136138571099224     
   1.8750000000000004E-003  0.82115879784877732        6.9081185171536771E-003  0.11557218649646911        1.9898523663181424        2.4132851493569385     
   2.6250000000000002E-003  0.82316882251947399        7.4653338975109477E-003  0.11572137971832530        1.9918475880931594        2.4098090268512746     
   3.3750000000000000E-003  0.82690404581683730        7.2864753736344434E-003  0.11563266266070858        1.9933865464429739        2.4008463003719434     
   4.1250000000000002E-003  0.82938231814920960        7.1490372385094071E-003  0.11413379589837123        1.9927149175000978        2.3931435662871214     
   4.8750000000000000E-003  0.83075094397272786        7.2253943247044660E-003  0.11238885387714581        1.9894013773940538        2.3855135638058651     
   5.6249999999999998E-003  0.83170824598962279        6.8529455142489247E-003  0.11208108551567475        1.9858414021598292        2.3785517936584482     
   6.3749999999999996E-003  0.83277486548744573        5.4704797147525127E-003  0.11238034033629699        1.9851548835676971        2.3746564787588391     
   7.1249999999999994E-003  0.83372363460333654        4.0217273632169401E-003  0.11193935280048016        1.9858608946260121        2.3728923840856440     
   7.8750000000000001E-003  0.83208615188097590        4.9995987566101964E-003  0.11198185802799973        1.9803181891203079        2.3708698015218230     
   8.6250000000000007E-003  0.82697553103280141        9.3175289785389203E-003  0.11404124520732334        1.9653151995232010        2.3669375948371965     
   9.3749999999999997E-003  0.82410251016837077        1.2199933376238634E-002  0.11524202256916993        1.9578548351621714        2.3658547554553935     
   1.0125000000000000E-002  0.83296806606579743        5.3752225137329648E-003  0.10963606996876318        1.9878881141309368        2.3778289326235011     
   1.0874999999999999E-002  0.85315315053409602       -1.1502643590205336E-002   9.7072039684783562E-002   2.0548712000712044        2.4019968895528718     
   1.1625000000000000E-002  0.86975861178918124       -2.5594343194937461E-002   8.7234768136529833E-002   2.1089366151303528        2.4192750523997515     
   1.2375000000000001E-002  0.87271950548183885       -2.7556580544568870E-002   8.6335389381018424E-002   2.1162548836767758        2.4195052014472416     
   1.3125000000000000E-002  0.86882928885805843       -2.3710175793067344E-002   8.8421025045965537E-002   2.1022711780634653        2.4141086914246479     
   1.3875000000000000E-002  0.86760071853014176       -2.2089942591442337E-002   8.7496163562585189E-002   2.0980412702158109        2.4128012863181945     
   1.4624999999999999E-002  0.86890302255663709       -2.2110649319560017E-002   8.5008225008611202E-002   2.1019422787093514        2.4139662975550098     
   1.5375000000000000E-002  0.86925446561561870       -2.1198865096516747E-002   8.4042030654212230E-002   2.1037938184786258        2.4152566317128565     
   1.6125000000000000E-002  0.86911467148682853       -2.0320103848759818E-002   8.4581450920357487E-002   2.1052292688081939        2.4172598833422159     
   1.6875000000000001E-002  0.87050700030761652       -2.1227681624813137E-002   8.4910582510157373E-002   2.1110649177722820        2.4200436528000888     
   1.7625000000000002E-002  0.87311310237120310       -2.3498486548450562E-002   8.4103637018869581E-002   2.1198710886645395        2.4229440376252334     
   1.8374999999999999E-002  0.87523302487020305       -2.5324422159703076E-002   8.2602305069597537E-002   2.1269398542615434        2.4252690652375848     
   1.9125000000000000E-002  0.87625121426050190       -2.5477883494668032E-002   8.1365797087709746E-002   2.1302513602754063        2.4263627238488694     
